Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2022-12-28 18:58:55,"New Twitter policy is to follow the science, which necessarily includes reasoned questioning of the science 41.5K
83.2K
608.6K
58.7M",83.2K,41.5K,608.6K
Elon Musk,@elonmusk,2022-12-28 16:58:14,"They did it! Elon Musk
@elonmusk
·
Mar 28, 2022
SpaceX Falcon  team is making excellent progress – aiming for 60 launches this year!
Show this thread",10.3K,"9,086",164.7K
Tesla,@Tesla,2022-12-28 16:08:15,S3XY winter testing in New Zealand  ,"4,292","2,183",38.5K
Elon Musk,@elonmusk,2022-12-28 15:13:10,"Congratulations SpaceX Falcon team on 60 successful launches this year!! SpaceX
@SpaceX
·
Dec 28, 2022
Falcon 9 launches 54 Starlink satellites to low-Earth orbit; completes SpaceX’s 60th mission of 2022!",10.6K,"5,126",138.3K
SpaceX,@SpaceX,2022-12-28 10:40:54,Falcon 9 launches 54 Starlink satellites to low-Earth orbit; completes SpaceX’s 60th mission of 2022! ,"5,600","1,537",48.4K
SpaceX,@SpaceX,2022-12-28 09:43:53,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship ,"3,981","1,331",40.2K
SpaceX,@SpaceX,2022-12-28 09:34:55,Liftoff! ,"3,733",996,36.9K
SpaceX,@SpaceX,2022-12-28 09:29:49,"Watch Falcon 9 launch 54 Starlink satellites to orbit → http://spacex.com/launches/sl5-1/ 16:01
1.4M viewers
SpaceX
@SpaceX
Starlink Mission","3,175",756,26.8K
Elon Musk,@elonmusk,2022-12-28 07:11:15,I’m not brainwashed!! ,199.5K,74K,1.2M
Tesla,@Tesla,2022-12-27 22:54:10,Tesla ecosystem ,"4,690","2,970",40.9K
Elon Musk,@elonmusk,2022-12-27 22:43:05,"Why is corporate journalism rushing to defend the state instead of the people? Leighton 明 Woodhouse
@lwoodhouse
·
Dec 27, 2022
On my substack: Establishment journalists' response to the Twitter Files is that of a profession committed to protecting the state instead of exposing it. https://leightonwoodhouse.substack.com/p/in-response-to-the-twitter-files…",37.7K,22K,198.4K
Elon Musk,@elonmusk,2022-12-27 21:26:36,"“Don’t be the clown on the clown car!”

Too late haha 16.3K
15.9K
221.8K
37.2M",15.9K,16.3K,221.8K
Elon Musk,@elonmusk,2022-12-27 04:12:35,Some nights … ,60.4K,42.5K,800.4K
Elon Musk,@elonmusk,2022-12-26 16:42:20,"(Many of whom were, of course, actively suppressed on Twitter) 5,708
12.6K
115.7K
11.4M",12.6K,"5,708",115.7K
Elon Musk,@elonmusk,2022-12-26 16:40:41,"Much more to The Twitter Files: Covid Editon than this introductory thread.

Follow-up piece to come next week, featuring leading doctors & researchers from Harvard, Stanford & other institutions. David Zweig
@davidzweig
·
Dec 26, 2022
1. THREAD:

THE TWITTER FILES: HOW TWITTER RIGGED THE COVID DEBATE

– By censoring info that was true but inconvenient to U.S. govt. policy
– By discrediting doctors and other experts who disagreed
– By suppressing ordinary users, including some sharing the CDC’s *own data*
Show this thread",53.5K,11.7K,212.1K
Elon Musk,@elonmusk,2022-12-25 19:29:09,Merry Christmas & Good Cheer to All! ,29.7K,35.8K,492.4K
Tesla,@Tesla,2022-12-25 18:28:37,Congrats to the 4680 cell team on achieving 868k cells built in the last 7 days—equal to 1k+ cars!  ,"5,918","3,097",71.8K
Matt Taibbi,@mtaibbi,2022-12-25 06:26:40,"Twitter Files Thread: The Spies Who Loved Twitter: racket.news
Twitter Files Thread: The Spies Who Loved Twitter
From FBI to DNI the DNI to ""OGA,"" the full thread on Twitter and its intelligence partners",21.6K,"3,101",75.3K
Elon Musk,@elonmusk,2022-12-24 12:15:45,"Even after I disconnected one of the more sensitive server racks 3,912
4,040
43.7K
12.8M","4,040","3,912",43.7K
Elon Musk,@elonmusk,2022-12-24 12:11:39,"And yet work it does 1,801
2,366
41.4K
12.6M","2,366","1,801",41.4K
Elon Musk,@elonmusk,2022-12-24 11:47:17,"Fractal of Rube Goldberg machines … 8,855
7,561
112.4K
35.8M","7,561","8,855",112.4K
Matt Taibbi,@mtaibbi,2022-12-24 08:38:10,"Notes on a Friday Night: racket.news
Notes on a Friday Night
A few delirious reflections at a crazy month's end","4,638","1,427",24.7K
Elon Musk,@elonmusk,2022-12-23 21:08:26,"Twitter votes for the right haha Elon Musk
@elonmusk
·
Dec 23, 2022
Tweet impression count should
Show this poll",10.7K,12.6K,117.2K
Tesla,@Tesla,2022-12-23 17:50:28,"Giga Texas is alive  Billy
@billykyle
·
Dec 22, 2022
Another view of Giga Texas from the air  @Tesla
0:13
2.5M views","3,846","1,680",38.4K
Elon Musk,@elonmusk,2022-12-23 17:08:52,"So you’re saying you prefer the right? Heheh 14.6K
11.5K
212.9K
20M",11.5K,14.6K,212.9K
Elon Musk,@elonmusk,2022-12-23 09:00:12,"Tweet impression count should stay on left
45.7%
move to right
54.3%
2,580,574 votes
·
Final results",30.1K,37.1K,141.7K
Elon Musk,@elonmusk,2022-12-23 02:00:34,"Tweets are read ~100 times more than they are liked 34.7K
42.2K
558.4K
66.5M",42.2K,34.7K,558.4K
Elon Musk,@elonmusk,2022-12-22 18:37:21,"Congratulations Tesla Team!! Tesla
@Tesla
·
Dec 22, 2022
Model Y just broke the bestselling car record in Norway, held since 1969 by the Beetle! ",11.6K,"9,714",172.7K
Elon Musk,@elonmusk,2022-12-22 18:34:12,"Meant to say impressions 3,735
3,697
72.6K
12.3M","3,697","3,735",72.6K
Elon Musk,@elonmusk,2022-12-22 16:24:00,"Is this true, 
@SenatorSinema
 and 
@SenatorTester
? Mike Lee
@SenMikeLee
·
Dec 22, 2022
An amendment by Sens Sinema & Tester is designed to ensure a porous border. A wolf in sheep's clothing to  mislead the American people to believe Dems are doing something to secure our borders. It merely provides them cover to vote against my extension of Title 42 protections.
Show this thread
Readers added context they thought people might want to know
Sen. Lee's Title 42 amendment wanted a simple majority but Democrats insisted it require 60 votes, so Tester + Sinema proposed a 60 vote amendment instead to meet that demand. It blocks funds that would've ended Title 42 + includes $8.7bil for ""border security & migrant care.""

rollcall.com/2022/12/22/dea…
Do you find this helpful?
Rate it",14.2K,"5,350",67.7K
Elon Musk,@elonmusk,2022-12-22 16:05:54,"Twitter is rolling out View Count, so you can see how many times a tweet has been seen! This is normal for video.

Shows how much more alive Twitter is than it may seem, as over 90% of Twitter users read, but don’t tweet, reply or like, as those are public actions. 23.6K
50K
398.3K
56.7M",50K,23.6K,398.3K
Elon Musk,@elonmusk,2022-12-22 01:32:28,"One of many product improvements coming to financial Twitter! 

Nice work by Twitter team. Twitter Business
@TwitterBusiness
·
Dec 21, 2022
$Cashtags, now with data 

 $SPY 
Show this thread",11K,"8,452",122.8K
Elon Musk,@elonmusk,2022-12-22 01:27:14,".
@SenSchumer
 & 
@LeaderMcConnell
, the public has spoken. 

They are overwhelmingly against this giant spending bill. Elon Musk
@elonmusk
·
Dec 21, 2022
Should Congress approve the $1.7 trillion omnibus spending bill?
Show this poll",34.7K,30.7K,164.7K
Elon Musk,@elonmusk,2022-12-21 23:50:51,"Sustainable cars powered by sustainable energy Tesla
@Tesla
·
Dec 21, 2022
Supercharging powered by the sun ",12.9K,11.7K,152.8K
Elon Musk,@elonmusk,2022-12-21 03:59:09,"I’m in favor of a small spending bill to keep things running, but common sense suggests that it be the least amount required through the holidays. 

Railroading through a giant spending bill that almost no one has read is unlikely to be in the best interests of the people. 16.2K
28.6K
208K
15.4M",28.6K,16.2K,208K
Elon Musk,@elonmusk,2022-12-21 01:20:58,"I will resign as CEO as soon as I find someone foolish enough to take the job! After that, I will just run the software & servers teams. 66.1K
47.4K
346.4K
36M",47.4K,66.1K,346.4K
Elon Musk,@elonmusk,2022-12-21 01:09:30,"Whether for or against, please let your elected representatives know what you think about this $1.7 trillion spending bill that they’re trying to pass! 32.3K
43K
341.8K
42.8M",43K,32.3K,341.8K
Elon Musk,@elonmusk,2022-12-20 23:50:05,"Should Congress approve the $1.7 trillion omnibus spending bill? Yes
28.8%
No
71.2%
3,111,041 votes
·
Final results",43.1K,38.9K,144.3K
Elon Musk,@elonmusk,2022-12-20 20:27:43,"Yikes! Lee Fang
@lhfang
·
Dec 20, 2022
1. TWITTER FILES PART 8

*How Twitter Quietly Aided the Pentagon’s Covert Online PsyOp Campaign*

Despite promises to shut down covert state-run propaganda networks, Twitter docs show that the social media giant directly assisted the U.S. military’s influence operations.
Show this thread",29.3K,"9,853",126.4K
Elon Musk,@elonmusk,2022-12-20 18:00:27,"Newspapers just search the Internet and print it out – SJM 14.1K
22.5K
233K
39.4M",22.5K,14.1K,233K
Elon Musk,@elonmusk,2022-12-20 17:32:35,"As (outgoing) Chair of House Intelligence, did you approve hidden state censorship in direct violation of the Constitution of the United States 
@RepAdamSchiff
? 12.8K
46.6K
204.4K
19.1M",46.6K,12.8K,204.4K
Elon Musk,@elonmusk,2022-12-20 17:04:48,"Hear, hear!! David Sacks
@DavidSacks
·
Dec 20, 2022
We need a new Church Commission to investigate why the FBI and Intelligence Community are engaged in social media censorship, including the suppression of the Hunter Biden story. twitter.com/TyCardon/statu…
Show this thread",24.6K,10.5K,157.3K
Tesla,@Tesla,2022-12-20 15:48:30,"Every Tesla has an electronic powertrain that provides instant torque control—enabling more control & stability in winter conditions Benjamin Westby (Back Roads EV)
@jaminwestby
·
Dec 17, 2022
A lot of posting on various groups trying to say EV’s aren’t great in winter. My @tesla #model3 is RWD, my commute is 3,000ft dirt road switchbacks. Equipped with snow tires, clearance essentially the only barrier. @klwtts @DriveElectricCO @WillToor @TESLORD1 @elonmusk
Show this thread","3,146","1,821",27.4K
Elon Musk,@elonmusk,2022-12-20 15:13:45,"Government paid Twitter millions of dollars to censor info from the public Michael Shellenberger
@ShellenbergerMD
·
Dec 19, 2022
1. TWITTER FILES: PART 7

The FBI & the Hunter Biden Laptop

How the FBI & intelligence community discredited factual information about Hunter Biden’s foreign business dealings both after and *before* The New York Post revealed the contents of his laptop on October 14, 2020
Show this thread",97.1K,27.9K,353.2K
Elon Musk,@elonmusk,2022-12-20 15:10:54,"Other social media companies too, not just Twitter Dave Rubin
@RubinReport
·
Dec 19, 2022
Holy sheep shit. The government was actually paying Twitter to censor people.

@elonmusk, maybe there is a way to make Twitter profitable! (Though will cost you your soul.) twitter.com/ShellenbergerM…",30.2K,"7,311",143.8K
Elon Musk,@elonmusk,2022-12-20 00:36:52,"Stats on Twitter World Cup blog.twitter.com
#WorldCup on Twitter: The G.O.A.T.
The #WorldCup unfolded on the pitch in Qatar, and it also played out on Twitter in a big way. Football fans across the globe came to Twitter to experience every exhilarating moment as it happened.","4,168","4,265",42.7K
Dave Rubin,@RubinReport,2022-12-19 22:49:59,"Holy sheep shit. The government was actually paying Twitter to censor people.
@elonmusk
, maybe there is a way to make Twitter profitable! (Though will cost you your soul.) Michael Shellenberger
@ShellenbergerMD
·
Dec 19, 2022
46. The FBI’s influence campaign may have been helped by the fact that it was paying Twitter millions of dollars for its staff time.

“I am happy to report we have collected $3,415,323 since October 2019!” reports an associate of Jim Baker in early 2021.
Show this thread",12.7K,"2,476",46.3K
Twitter Business,@TwitterBusiness,2022-12-19 21:45:52,"Today, we’re rolling out Twitter Blue for Business, a new program that lets businesses distinguish their brands and key employees on Twitter. These accounts will show a square company badge next to their display names. ","6,008","2,718",32.9K
Tesla,@Tesla,2022-12-19 20:51:18,"Be your own utility with Solar & Powerwall → tesla.com
Design your Solar + Powerwall system
Design and order solar to take control of your home's energy production and immediately save on your utility bill.","2,874","1,518",25.5K
Tesla,@Tesla,2022-12-19 20:51:16,We’ve completed 500k+ Solar Panel and Solar Roof installations—that’s equal to ~4 GW of clean energy  ,"3,744","1,541",36.5K
SpaceX,@SpaceX,2022-12-19 16:14:59,"Starlink now has more than 1,000,000 active subscribers – thank you to all customers and members of the Starlink team who contributed to this milestone  http://starlink.com 0:24
3.6M views","6,742","3,186",54.1K
Michael Shellenberger,@ShellenbergerMD,2022-12-19 16:09:48,"1. TWITTER FILES: PART 7

The FBI & the Hunter Biden Laptop

How the FBI & intelligence community discredited factual information about Hunter Biden’s foreign business dealings both after and *before* The New York Post revealed the contents of his laptop on October 14, 2020 8,613
65.1K
164.8K
99.3M",65.1K,"8,613",164.8K
Elon Musk,@elonmusk,2022-12-19 01:29:14,"Those who want power are the ones who least deserve it 92.8K
124K
972.3K
103.3M",124K,92.8K,972.3K
Elon Musk,@elonmusk,2022-12-19 00:23:02,"Elvis is in the building Matt Taibbi
@mtaibbi
·
Dec 19, 2022
1.THREAD: Twitter Files Supplemental
Show this thread",17.5K,"6,547",122.8K
Elon Musk,@elonmusk,2022-12-18 23:43:31,"As the saying goes, be careful what you wish, as you might get it 48.2K
58.8K
557.9K
84.6M",58.8K,48.2K,557.9K
Elon Musk,@elonmusk,2022-12-18 23:20:33,"Should I step down as head of Twitter? I will abide by the results of this poll. Yes
57.5%
No
42.5%
17,502,391 votes
·
Final results",430.4K,390.9K,608.2K
Elon Musk,@elonmusk,2022-12-18 23:17:27,"Going forward, there will be a vote for major policy changes. My apologies. Won’t happen again. 24.4K
27.9K
420.1K
76.6M",27.9K,24.4K,420.1K
Tesla,@Tesla,2022-12-18 20:50:40,Congrats to the Giga Berlin team on building 3k Model Y this week! ,"5,958","2,566",88.5K
Elon Musk,@elonmusk,2022-12-18 18:02:47,"Duel in the Desert.
Couldn’t ask for a better game. Incredible play by  &  !!!! ",44.7K,11.8K,518.4K
Elon Musk,@elonmusk,2022-12-18 17:39:24,"3 - 3 WOW!!! 0:03
11.6M views",27.6K,11.2K,447.9K
FOX Soccer,@FOXSoccer,2022-12-18 17:29:59,ARGENTINA TAKES THE LEAD IN THE 108TH MINUTE  ,"4,254","1,011",36.8K
Elon Musk,@elonmusk,2022-12-18 16:55:22,"24,400 tweets per second for France’s goal, highest ever for World Cup! 10.2K
39.6K
510.2K
37M",39.6K,10.2K,510.2K
Elon Musk,@elonmusk,2022-12-18 16:54:13,"Well done France! 
Evenly-matched game!! ","9,588","3,995",146.9K
Elon Musk,@elonmusk,2022-12-18 16:05:44,"Super exciting World Cup!
 ahead 2-0 at halftime.
Can  come back? 24.6K
18.4K
348.9K
38.6M",18.4K,24.6K,348.9K
Elon Musk,@elonmusk,2022-12-18 15:27:49,Great goal by Argentina!  ,34.7K,10.4K,379.8K
Elon Musk,@elonmusk,2022-12-18 14:53:59,"At World Cup right now 0:04
17.3M views",45.8K,19.3K,692.7K
Elon Musk,@elonmusk,2022-12-18 14:40:48,"Follow The World Cup on Twitter! FIFA World Cup
Argentina vs France","6,938","3,604",80.1K
Elon Musk,@elonmusk,2022-12-18 05:05:29,"Hallelujah!! Pubity
@Pubity
·
Dec 17, 2022
Twitter has removed the ability to see which device a tweet comes from. (Twitter for iPhone, Twitter for Android)",22K,18.5K,233.3K
Elon Musk,@elonmusk,2022-12-18 03:59:10,"True creation eventually becomes independent of its creator. Evolution takes the original product far from its origin, with an uncertain outcome.
– Dune, The Machine Crusade 14.7K
16.4K
151.3K
22.9M",16.4K,14.7K,151.3K
Elon Musk,@elonmusk,2022-12-17 21:58:21,"Congrats to SpaceX Team on 3 perfect orbital launches within 36 hours!!! 9,836
19.7K
312.2K
24.9M",19.7K,"9,836",312.2K
Elon Musk,@elonmusk,2022-12-17 21:40:51,"Live launch video SpaceX
@SpaceX
·
Dec 17, 2022
Watch Falcon 9 launch 54 Starlink satellites → http://spacex.com/launches/mission/?missionId=sl4-37… https://twitter.com/i/broadcasts/1mrxmklRBYnGy…","6,365","3,445",67.4K
Elon Musk,@elonmusk,2022-12-17 20:04:59,"In addition, Twitter will make it easier to see tweets from just those you follow, as well as other tweet curations 3,255
3,927
50.6K
7.6M","3,927","3,255",50.6K
Elon Musk,@elonmusk,2022-12-17 19:16:36,"To be clear, all user actions will factor into a NN model for a tweet and the account tweeting, including positive actions. 

As user accounts develop credibility, their actions will have greater weight, similar to how 
@CommunityNotes
 works. 5,658
5,229
46.8K
11.6M","5,229","5,658",46.8K
Elon Musk,@elonmusk,2022-12-17 05:28:36,"Twitter will start incorporating mute & block signals from Blue Verified (not Legacy Blue) as downvotes 18.1K
19.1K
169.2K
44.1M",19.1K,18.1K,169.2K
Elon Musk,@elonmusk,2022-12-17 05:18:16,"The people have spoken.

Accounts who doxxed my location will have their suspension lifted now. Elon Musk
@elonmusk
·
Dec 16, 2022
Unsuspend accounts who doxxed my exact location in real-time
Show this poll",12.6K,21K,128.4K
Elon Musk,@elonmusk,2022-12-16 23:57:22,"Second launch today SpaceX
@SpaceX
·
Dec 16, 2022
Liftoff!","8,323","5,141",105.6K
Elon Musk,@elonmusk,2022-12-16 22:08:30,"Spaces is back 20.9K
33.4K
290.4K
57.6M",33.4K,20.9K,290.4K
Elon Musk,@elonmusk,2022-12-16 21:08:57,"KABOOM  Matt Taibbi
@mtaibbi
·
Dec 16, 2022
1. THREAD: The Twitter Files, Part Six
TWITTER, THE FBI SUBSIDIARY
Show this thread",32.7K,10.9K,150.7K
Elon Musk,@elonmusk,2022-12-16 20:45:31,"So inspiring to see the newfound love of freedom of speech by the press  35.7K
52.6K
492.9K
38.6M",52.6K,35.7K,492.9K
Elon Musk,@elonmusk,2022-12-16 20:38:47,"Meanwhile, Twitter usage (by real humans) once again reaches all-time highs 19.3K
30.7K
340.9K
22.3M",30.7K,19.3K,340.9K
Elon Musk,@elonmusk,2022-12-16 20:21:03,"Great questions David Sacks
@DavidSacks
·
Dec 16, 2022
Should real-time doxxing be allowed on Twitter?
Show this poll","3,927","6,487",41.1K
Elon Musk,@elonmusk,2022-12-16 17:28:07,"And soon, ladies & gentlemen, the coup de grâce 30.5K
42K
341.2K
48M",42K,30.5K,341.2K
SpaceX,@SpaceX,2022-12-16 15:00:59,Falcon 9 launches the Surface Water and Ocean Topography (SWOT) mission to orbit; first stage booster returns to Earth ,"3,605",934,37.2K
Elon Musk,@elonmusk,2022-12-16 07:53:39,"Twitter right now is  62.8K
63.4K
656.3K
74.4M",63.4K,62.8K,656.3K
Marc Andreessen,@pmarca,2022-12-16 06:02:06,"A warm welcome to all the newest converts to the great American cause of free speech! 2,399
6,256
65.9K
9.8M","6,256","2,399",65.9K
Elon Musk,@elonmusk,2022-12-16 04:34:25,"Unsuspend accounts who doxxed my exact location in real-time Now
58.7%
In 7 days
41.3%
3,690,639 votes
·
Final results",28.2K,67.2K,88K
Elon Musk,@elonmusk,2022-12-16 04:33:40,"Sorry, too many options. Will redo poll. 11.3K
5,522
73.6K
15.8M","5,522",11.3K,73.6K
Elon Musk,@elonmusk,2022-12-16 04:04:49,"Replying to 
@elonmusk If anyone posted real-time locations & addresses of NYT reporters, FBI would be investigating, there’d be hearings on Capitol Hill & Biden would give speeches about end of democracy!",30.8K,17.9K,253.6K
Elon Musk,@elonmusk,2022-12-16 03:56:48,"Unsuspend accounts who doxxed my exact location in real-time Now
43%
Tomorrow
4.5%
7 days from now
14.4%
Longer
38.1%
535,233 votes
·
Final results",14.3K,24.8K,82K
Elon Musk,@elonmusk,2022-12-16 02:22:25,"I love Barbara Streisand lol Readers added context they thought people might want to know
Elon Musk is alluding to comparisons that are being made of Twitter banning accounts to the Streisand Effect, which is when to attempting conceal information results in further exposure of said information.
Streisand Effect:
en.wikipedia.org/wiki/Streisand…
Example comparisons:
twitter.com/sadmonsters/st…
twitter.com/goldengateblon…
Do you find this helpful?
Rate it","9,446",16.1K,117.2K
Tesla,@Tesla,2022-12-15 22:08:16,"Tesla Electric lets Powerwall owners generate, use & export sustainable power to run their homes ","3,052","1,378",24K
Tesla,@Tesla,2022-12-15 22:08:08,"Introducing Tesla Electric, the electricity plan that offers low-cost clean energy for homes with Powerwall—starting in Texas → https://tesla.com/electric ","5,578","1,911",37.7K
SpaceX,@SpaceX,2022-12-15 20:34:22,"Ship 24 completes a single-engine static fire test at Starbase in Texas 0:10
3.2M views","9,714","2,434",74K
Tesla,@Tesla,2022-12-15 19:55:33,"Giga Texas hits 3k Model Y builds/week. 

Congrats, Tesla team!  ","4,689","2,194",52.6K
Elon Musk,@elonmusk,2022-12-15 03:50:23,"Anyone recognize this person or car? 0:08
18.2M views",36.3K,26.2K,160.2K
NASA,@NASA,2022-12-15 03:08:23,"We're now targeting no earlier than 6:46am ET (1146 UTC) on Friday, Dec. 16, for launch of the Surface Water and Ocean Topography mission. The satellite is healthy & the forecast remains favorable for liftoff on Friday morning. Follow https://blogs.nasa.gov/swot/ for mission updates. NASA
@NASA
·
Dec 14, 2022
We’re set to launch the Surface Water and Ocean Topography (SWOT) satellite at 6:46am ET (1146 UTC) on Dec. 15. SWOT will evaluate the world’s oceans, lakes, and rivers, #TrackingWorldWater and the effects of climate change. https://youtube.com/watch?v=maI09QHicTg…","2,983",858,19.7K
Elon Musk,@elonmusk,2022-12-15 00:48:13,"Replying to 
@elonmusk Last night, car carrying lil X in LA was followed by crazy stalker (thinking it was me), who later blocked car from moving & climbed onto hood.

Legal action is being taken against Sweeney & organizations who supported harm to my family.",36.2K,22.7K,275.9K
Elon Musk,@elonmusk,2022-12-15 00:13:31,"Any account doxxing real-time location info of anyone will be suspended, as it is a physical safety violation. This includes posting links to sites with real-time location info.

Posting locations someone traveled to on a slightly delayed basis isn’t a safety problem, so is ok. 31K
41.6K
315.5K",41.6K,31K,315.5K
SpaceX,@SpaceX,2022-12-14 19:02:31,"Starlink will provide high-speed internet to the 
@MuscowpetungRez
 in Saskatchewan, Canada starting next year MuscowpetungRez
@MuscowpetungRez
·
Dec 14, 2022
The Muscowpetung Saulteaux Nation is ready to rocket into 2023 with the rollout of @SpaceX’s Starlink to every home on the nation! This exciting achievement is a part of our 'Infrastructure Investment Plan' to enhance our quality of life! Press Release: http://muscowpetung.com
Show this thread","2,119",698,18.2K
Elon Musk,@elonmusk,2022-12-14 09:05:41,"Highly recommended reading Mike Solana
@micsolana
·
Dec 14, 2022
ngl i killed this one https://piratewires.com/p/the-fifth-estate…
Show this thread","5,578","4,883",43K
Elon Musk,@elonmusk,2022-12-14 04:20:23,"Even works with keyboard & mouse 5,008
3,526
79.5K","3,526","5,008",79.5K
Elon Musk,@elonmusk,2022-12-14 04:19:49,"You can play Cyberpunk, Elden Ring and 1000s of other games in your *car* with an epic sound system!! Tesla
@Tesla
·
Dec 13, 2022
Steam is here—bringing thousands of games to new Model S & X vehicles 
Show this thread
0:23
9.5M views",20.7K,15.2K,215.8K
Elon Musk,@elonmusk,2022-12-13 23:21:58,"At risk of stating obvious, beware of debt in turbulent macroeconomic conditions, especially when Fed keeps raising rates 16.4K
28.8K
260.8K",28.8K,16.4K,260.8K
Elon Musk,@elonmusk,2022-12-13 23:13:27," Congrats Argentina!!  FIFA World Cup
Argentina vs Croatia",15.6K,"5,302",170.6K
Tesla,@Tesla,2022-12-13 22:16:29,"Track Mode coming to Model Y Performance 0:08
2.4M views","3,796","1,782",37.6K
Tesla,@Tesla,2022-12-13 22:11:51,"Holiday Update rolling out now  2,033
3,666
43K","3,666","2,033",43K
Elon Musk,@elonmusk,2022-12-13 07:54:49,"The ratio of digital to biological compute is growing exponentially 13K
12.9K
175.7K",12.9K,13K,175.7K
Elon Musk,@elonmusk,2022-12-13 01:15:20,"Follow  41.3K
44K
427.6K",44K,41.3K,427.6K
Elon Musk,@elonmusk,2022-12-12 19:36:52,"Under pressure from hundreds of activist employees, Twitter deplatforms Trump, a sitting US President, even though they themselves acknowledge that he didn’t violate the rules: Bari Weiss
@bariweiss
·
Dec 12, 2022
THREAD: THE TWITTER FILES PART FIVE.

THE REMOVAL OF TRUMP FROM TWITTER.
Show this thread",78.1K,30.1K,337.3K
Tesla,@Tesla,2022-12-12 15:02:38,"Semi's cabin is significantly bigger than that of traditional heavy trucks, with lots of storage and easy access ","2,700","1,736",27.9K
Elon Musk,@elonmusk,2022-12-12 14:21:31,"The Branch Covidians are upset lol 36.1K
56.8K
495.7K",56.8K,36.1K,495.7K
Elon Musk,@elonmusk,2022-12-12 12:25:32,"The woke mind virus is either defeated or nothing else matters 54.9K
102.6K
662.7K",102.6K,54.9K,662.7K
Elon Musk,@elonmusk,2022-12-12 11:24:29,"Truth resonates … 8,184
15.1K
201.9K",15.1K,"8,184",201.9K
Elon Musk,@elonmusk,2022-12-11 20:07:59,"Cool, the bots are so far unable to swarm to the top of my replies! 8,858
12.2K
196.4K",12.2K,"8,858",196.4K
Elon Musk,@elonmusk,2022-12-11 19:47:35,"Calling all & 

Please attack me! 32.5K
24.9K
309.6K",24.9K,32.5K,309.6K
Elon Musk,@elonmusk,2022-12-11 18:12:21,"Hope you’re having a lovely Sunday!  41.9K
29.4K
490.5K",29.4K,41.9K,490.5K
Elon Musk,@elonmusk,2022-12-11 10:58:17,"My pronouns are Prosecute/Fauci 113.9K
223K
1.2M",223K,113.9K,1.2M
Elon Musk,@elonmusk,2022-12-11 10:22:45,"Now things get spicy  15.4K
30K
368.4K",30K,15.4K,368.4K
Elon Musk,@elonmusk,2022-12-11 09:09:55,"Twitter is speeding up 14.6K
19.8K
289.6K",19.8K,14.6K,289.6K
Elon Musk,@elonmusk,2022-12-11 08:50:15,"Twitter was Wormtongue to the World 7,890
17.2K
178.5K",17.2K,"7,890",178.5K
Elon Musk,@elonmusk,2022-12-11 08:40:09,"Saruman … your staff is broken. youtube.com
LOTR: The Return of the King - Death of Saruman
The death of Saruman and Grimma.I do not own the rights to the song and trailer, and do not condone ownership. All rights belong to Warner Bros, Howard Shore...","7,126","3,578",80.8K
SpaceX,@SpaceX,2022-12-11 08:27:14,Deployment of ispace’s HAKUTO-R Mission 1 confirmed ,"4,276",955,38.9K
Elon Musk,@elonmusk,2022-12-11 08:09:37,"The bots are in for a surprise tomorrow 33.9K
71.9K
580.1K",71.9K,33.9K,580.1K
SpaceX,@SpaceX,2022-12-11 07:47:32,Falcon 9’s first stage has landed on Landing Zone 2 ,"3,744",733,37.6K
SpaceX,@SpaceX,2022-12-11 07:39:03,Liftoff! ,"5,620",952,54.4K
SpaceX,@SpaceX,2022-12-11 07:22:47,"Watch Falcon 9 launch ispace’s HAKUTO-R Mission 1 to a lunar transfer orbit → http://spacex.com/launches SpaceX
@SpaceX
ispace M1 Mission","4,064",920,31.2K
Elon Musk,@elonmusk,2022-12-11 05:35:53,"Deplatforming the President (cont.) Michael Shellenberger
@ShellenbergerMD
·
Dec 11, 2022
1. TWITTER FILES, PART 4

The Removal of Donald Trump: January 7

As the pressure builds, Twitter executives build the case for a permanent ban
Show this thread",35.1K,11.7K,174.8K
Community Notes,@CommunityNotes,2022-12-11 01:39:40,"Beginning today, Community Notes are visible around the world  1,108
4,846
43.3K","4,846","1,108",43.3K
Elon Musk,@elonmusk,2022-12-10 19:56:59,"Twitter is both a social media company and a crime scene 34.7K
100.8K
677.1K",100.8K,34.7K,677.1K
Elon Musk,@elonmusk,2022-12-10 17:08:54,"https://twitter.com/i/events/1275806388367720450?s=21&t=JhdADdcIEac2tJjEcRLqDA… 2,209
4,501
72.1K","4,501","2,209",72.1K
Elon Musk,@elonmusk,2022-12-10 17:08:02," Congrats Morocco!!  33.3K
150.3K
1.2M",150.3K,33.3K,1.2M
Elon Musk,@elonmusk,2022-12-10 01:57:36,"The Twitter Files, Part 3

Deplatforming the President Matt Taibbi
@mtaibbi
·
Dec 10, 2022
1.     THREAD: The Twitter Files
THE REMOVAL OF DONALD TRUMP
Part One: October 2020-January 6th
Show this thread",48.7K,11.7K,204.6K
Elon Musk,@elonmusk,2022-12-09 19:32:24,"If the Fed raises rates again next week, the recession will be greatly amplified 23.8K
40.4K
307.7K",40.4K,23.8K,307.7K
Elon Musk,@elonmusk,2022-12-09 18:54:11,"Something I always admired about American legislators, at least historically, was that they would sometimes vote against the party line 4,042
6,538
86.3K","6,538","4,042",86.3K
