Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2022-12-30 08:04:48,"Launch 61 of 2022. Congrats SpaceX! SpaceX
@SpaceX
·
Dec 30, 2022
Liftoff!
0:23
4.5M views","8,266","5,271",109.4K
Elon Musk,@elonmusk,2022-12-30 03:16:43,New Twitter will strive to optimize unregretted user-minutes,16.2K,15.6K,209.5K
Tesla,@Tesla,2022-12-29 19:44:15,"2022 was a huge year for EVs. 

Thank you to Tesla owners, supporters & employees for helping us accelerate the world’s transition to sustainable energy! ","5,320","2,842",49.3K
Elon Musk,@elonmusk,2022-12-29 04:50:26,Significant backend server architecture changes rolled out. Twitter should feel faster.,24.7K,23.9K,312.2K
Elon Musk,@elonmusk,2022-12-28 18:58:55,"New Twitter policy is to follow the science, which necessarily includes reasoned questioning of the science",83K,41.4K,607.4K
Elon Musk,@elonmusk,2022-12-28 16:58:14,"They did it! Elon Musk
@elonmusk
·
Mar 28, 2022
SpaceX Falcon  team is making excellent progress – aiming for 60 launches this year!
Show this thread",10.3K,"9,071",164.4K
Tesla,@Tesla,2022-12-28 16:08:15,S3XY winter testing in New Zealand  ,"4,288","2,177",38.4K
Elon Musk,@elonmusk,2022-12-28 15:13:10,"Congratulations SpaceX Falcon team on 60 successful launches this year!! SpaceX
@SpaceX
·
Dec 28, 2022
Falcon 9 launches 54 Starlink satellites to low-Earth orbit; completes SpaceX’s 60th mission of 2022!",10.6K,"5,117",138.1K
SpaceX,@SpaceX,2022-12-28 10:40:54,Falcon 9 launches 54 Starlink satellites to low-Earth orbit; completes SpaceX’s 60th mission of 2022! ,"5,596","1,535",48.3K
SpaceX,@SpaceX,2022-12-28 09:43:53,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship ,"3,971","1,332",40.1K
SpaceX,@SpaceX,2022-12-28 09:34:55,Liftoff! ,"3,740",995,36.9K
SpaceX,@SpaceX,2022-12-28 09:29:49,"Watch Falcon 9 launch 54 Starlink satellites to orbit → http://spacex.com/launches/sl5-1/ 16:01
1.4M viewers
SpaceX
@SpaceX
Starlink Mission","3,175",755,26.8K
Elon Musk,@elonmusk,2022-12-28 07:11:15,I’m not brainwashed!! ,199K,73.8K,1.2M
Tesla,@Tesla,2022-12-27 22:54:10,Tesla ecosystem ,"4,700","2,962",40.8K
Elon Musk,@elonmusk,2022-12-27 22:43:05,"Why is corporate journalism rushing to defend the state instead of the people? Leighton 明 Woodhouse
@lwoodhouse
·
Dec 27, 2022
On my substack: Establishment journalists' response to the Twitter Files is that of a profession committed to protecting the state instead of exposing it. https://leightonwoodhouse.substack.com/p/in-response-to-the-twitter-files…",37.6K,22K,197.9K
Elon Musk,@elonmusk,2022-12-27 21:26:36,"“Don’t be the clown on the clown car!”

Too late haha",15.8K,16.3K,221.2K
Elon Musk,@elonmusk,2022-12-27 04:12:35,Some nights … ,60.3K,42.4K,798.1K
Elon Musk,@elonmusk,2022-12-26 16:42:20,"(Many of whom were, of course, actively suppressed on Twitter)",12.6K,"5,696",115.5K
Elon Musk,@elonmusk,2022-12-26 16:40:41,"Much more to The Twitter Files: Covid Editon than this introductory thread.

Follow-up piece to come next week, featuring leading doctors & researchers from Harvard, Stanford & other institutions. David Zweig
@davidzweig
·
Dec 26, 2022
1. THREAD:

THE TWITTER FILES: HOW TWITTER RIGGED THE COVID DEBATE

– By censoring info that was true but inconvenient to U.S. govt. policy
– By discrediting doctors and other experts who disagreed
– By suppressing ordinary users, including some sharing the CDC’s *own data*
Show this thread",53.4K,11.7K,211.7K
Elon Musk,@elonmusk,2022-12-25 19:29:09,Merry Christmas & Good Cheer to All! ,29.7K,35.7K,491.3K
Tesla,@Tesla,2022-12-25 18:28:37,Congrats to the 4680 cell team on achieving 868k cells built in the last 7 days—equal to 1k+ cars!  ,"5,925","3,094",71.7K
Matt Taibbi,@mtaibbi,2022-12-25 06:26:40,"Twitter Files Thread: The Spies Who Loved Twitter: racket.news
Twitter Files Thread: The Spies Who Loved Twitter
From FBI to DNI the DNI to ""OGA,"" the full thread on Twitter and its intelligence partners",21.5K,"3,092",75.2K
Elon Musk,@elonmusk,2022-12-24 12:15:45,Even after I disconnected one of the more sensitive server racks,"4,044","3,900",43.6K
Elon Musk,@elonmusk,2022-12-24 12:11:39,And yet work it does,"2,371","1,795",41.3K
Elon Musk,@elonmusk,2022-12-24 11:47:17,Fractal of Rube Goldberg machines …,"7,549","8,835",112.1K
Matt Taibbi,@mtaibbi,2022-12-24 08:38:10,"Notes on a Friday Night: racket.news
Notes on a Friday Night
A few delirious reflections at a crazy month's end","4,638","1,424",24.6K
Elon Musk,@elonmusk,2022-12-23 21:08:26,"Twitter votes for the right haha Elon Musk
@elonmusk
·
Dec 23, 2022
Tweet impression count should
Show this poll",10.7K,12.6K,116.9K
Tesla,@Tesla,2022-12-23 17:50:28,"Giga Texas is alive  Billy
@billykyle
·
Dec 22, 2022
Another view of Giga Texas from the air  @Tesla
0:13
2.5M views","3,860","1,672",38.3K
Elon Musk,@elonmusk,2022-12-23 17:08:52,So you’re saying you prefer the right? Heheh,11.4K,14.6K,212.4K
Elon Musk,@elonmusk,2022-12-23 09:00:12,"Tweet impression count should stay on left
45.7%
move to right
54.3%
2,580,574 votes
·
Final results",30K,37K,141.3K
Elon Musk,@elonmusk,2022-12-23 02:00:34,Tweets are read ~100 times more than they are liked,42.2K,34.7K,557K
Elon Musk,@elonmusk,2022-12-22 18:37:21,"Congratulations Tesla Team!! Tesla
@Tesla
·
Dec 22, 2022
Model Y just broke the bestselling car record in Norway, held since 1969 by the Beetle! ",11.6K,"9,692",172.3K
Elon Musk,@elonmusk,2022-12-22 18:34:12,Meant to say impressions,"3,698","3,723",72.4K
Elon Musk,@elonmusk,2022-12-22 16:24:00,"Is this true, 
@SenatorSinema
 and 
@SenatorTester
? Mike Lee
@SenMikeLee
·
Dec 22, 2022
An amendment by Sens Sinema & Tester is designed to ensure a porous border. A wolf in sheep's clothing to  mislead the American people to believe Dems are doing something to secure our borders. It merely provides them cover to vote against my extension of Title 42 protections.
Show this thread
Readers added context they thought people might want to know
Sen. Lee's Title 42 amendment wanted a simple majority but Democrats insisted it require 60 votes, so Tester + Sinema proposed a 60 vote amendment instead to meet that demand. It blocks funds that would've ended Title 42 + includes $8.7bil for ""border security & migrant care.""

rollcall.com/2022/12/22/dea…
Do you find this helpful?
Rate it",14.2K,"5,341",67.5K
Elon Musk,@elonmusk,2022-12-22 16:05:54,"Twitter is rolling out View Count, so you can see how many times a tweet has been seen! This is normal for video.

Shows how much more alive Twitter is than it may seem, as over 90% of Twitter users read, but don’t tweet, reply or like, as those are public actions.",49.9K,23.6K,397.5K
Elon Musk,@elonmusk,2022-12-22 01:32:28,"One of many product improvements coming to financial Twitter! 

Nice work by Twitter team. Twitter Business
@TwitterBusiness
·
Dec 21, 2022
$Cashtags, now with data 

 $SPY 
Show this thread",11K,"8,428",122.6K
Elon Musk,@elonmusk,2022-12-22 01:27:14,".
@SenSchumer
 & 
@LeaderMcConnell
, the public has spoken. 

They are overwhelmingly against this giant spending bill. Elon Musk
@elonmusk
·
Dec 21, 2022
Should Congress approve the $1.7 trillion omnibus spending bill?
Show this poll",34.6K,30.6K,164.3K
Elon Musk,@elonmusk,2022-12-21 23:50:51,"Sustainable cars powered by sustainable energy Tesla
@Tesla
·
Dec 21, 2022
Supercharging powered by the sun ",12.9K,11.7K,152.5K
Elon Musk,@elonmusk,2022-12-21 03:59:09,"I’m in favor of a small spending bill to keep things running, but common sense suggests that it be the least amount required through the holidays. 

Railroading through a giant spending bill that almost no one has read is unlikely to be in the best interests of the people.",28.6K,16.2K,207.6K
Elon Musk,@elonmusk,2022-12-21 01:20:58,"I will resign as CEO as soon as I find someone foolish enough to take the job! After that, I will just run the software & servers teams.",47.3K,65.9K,345.8K
Elon Musk,@elonmusk,2022-12-21 01:09:30,"Whether for or against, please let your elected representatives know what you think about this $1.7 trillion spending bill that they’re trying to pass!",42.9K,32.3K,341.1K
Elon Musk,@elonmusk,2022-12-20 23:50:05,"Should Congress approve the $1.7 trillion omnibus spending bill? Yes
28.8%
No
71.2%
3,111,041 votes
·
Final results",43.1K,38.8K,144K
Elon Musk,@elonmusk,2022-12-20 20:27:43,"Yikes! Lee Fang
@lhfang
·
Dec 20, 2022
1. TWITTER FILES PART 8

*How Twitter Quietly Aided the Pentagon’s Covert Online PsyOp Campaign*

Despite promises to shut down covert state-run propaganda networks, Twitter docs show that the social media giant directly assisted the U.S. military’s influence operations.
Show this thread",29.2K,"9,827",126.1K
Elon Musk,@elonmusk,2022-12-20 18:00:27,Newspapers just search the Internet and print it out – SJM,22.5K,14.1K,232.5K
Elon Musk,@elonmusk,2022-12-20 17:32:35,"As (outgoing) Chair of House Intelligence, did you approve hidden state censorship in direct violation of the Constitution of the United States 
@RepAdamSchiff
?",46.5K,12.8K,203.9K
Elon Musk,@elonmusk,2022-12-20 17:04:48,"Hear, hear!! David Sacks
@DavidSacks
·
Dec 20, 2022
We need a new Church Commission to investigate why the FBI and Intelligence Community are engaged in social media censorship, including the suppression of the Hunter Biden story. twitter.com/TyCardon/statu…
Show this thread",24.6K,10.5K,157K
Tesla,@Tesla,2022-12-20 15:48:30,"Every Tesla has an electronic powertrain that provides instant torque control—enabling more control & stability in winter conditions Benjamin Westby (Back Roads EV)
@jaminwestby
·
Dec 17, 2022
A lot of posting on various groups trying to say EV’s aren’t great in winter. My @tesla #model3 is RWD, my commute is 3,000ft dirt road switchbacks. Equipped with snow tires, clearance essentially the only barrier. @klwtts @DriveElectricCO @WillToor @TESLORD1 @elonmusk
Show this thread
1:33
1.6M views","3,159","1,818",27.3K
Elon Musk,@elonmusk,2022-12-20 15:13:45,"Government paid Twitter millions of dollars to censor info from the public Michael Shellenberger
@ShellenbergerMD
·
Dec 19, 2022
1. TWITTER FILES: PART 7

The FBI & the Hunter Biden Laptop

How the FBI & intelligence community discredited factual information about Hunter Biden’s foreign business dealings both after and *before* The New York Post revealed the contents of his laptop on October 14, 2020
Show this thread",96.9K,27.9K,352.4K
Elon Musk,@elonmusk,2022-12-20 15:10:54,"Other social media companies too, not just Twitter Dave Rubin
@RubinReport
·
Dec 19, 2022
Holy sheep shit. The government was actually paying Twitter to censor people.

@elonmusk, maybe there is a way to make Twitter profitable! (Though will cost you your soul.) twitter.com/ShellenbergerM…",30.1K,"7,292",143.4K
Elon Musk,@elonmusk,2022-12-20 00:36:52,"Stats on Twitter World Cup blog.twitter.com
#WorldCup on Twitter: The G.O.A.T.
The #WorldCup unfolded on the pitch in Qatar, and it also played out on Twitter in a big way. Football fans across the globe came to Twitter to experience every exhilarating moment as it happened.","4,163","4,258",42.5K
Dave Rubin,@RubinReport,2022-12-19 22:49:59,"Holy sheep shit. The government was actually paying Twitter to censor people.
@elonmusk
, maybe there is a way to make Twitter profitable! (Though will cost you your soul.) Michael Shellenberger
@ShellenbergerMD
·
Dec 19, 2022
46. The FBI’s influence campaign may have been helped by the fact that it was paying Twitter millions of dollars for its staff time.

“I am happy to report we have collected $3,415,323 since October 2019!” reports an associate of Jim Baker in early 2021.
Show this thread",12.6K,"2,472",46.2K
Twitter Business,@TwitterBusiness,2022-12-19 21:45:52,"Today, we’re rolling out Twitter Blue for Business, a new program that lets businesses distinguish their brands and key employees on Twitter. These accounts will show a square company badge next to their display names. ","6,007","2,711",32.9K
Tesla,@Tesla,2022-12-19 20:51:18,"Be your own utility with Solar & Powerwall → tesla.com
Design your Solar + Powerwall system
Design and order solar to take control of your home's energy production and immediately save on your utility bill.","2,885","1,514",25.5K
Tesla,@Tesla,2022-12-19 20:51:16,We’ve completed 500k+ Solar Panel and Solar Roof installations—that’s equal to ~4 GW of clean energy  ,"3,751","1,539",36.4K
SpaceX,@SpaceX,2022-12-19 16:14:59,"Starlink now has more than 1,000,000 active subscribers – thank you to all customers and members of the Starlink team who contributed to this milestone  http://starlink.com ","6,740","3,177",54K
Michael Shellenberger,@ShellenbergerMD,2022-12-19 16:09:48,"1. TWITTER FILES: PART 7

The FBI & the Hunter Biden Laptop

How the FBI & intelligence community discredited factual information about Hunter Biden’s foreign business dealings both after and *before* The New York Post revealed the contents of his laptop on October 14, 2020",65K,"8,607",164.4K
Elon Musk,@elonmusk,2022-12-19 01:29:14,Those who want power are the ones who least deserve it,123.8K,92.6K,970.3K
Elon Musk,@elonmusk,2022-12-19 00:23:02,"Elvis is in the building Matt Taibbi
@mtaibbi
·
Dec 19, 2022
1.THREAD: Twitter Files Supplemental
Show this thread",17.5K,"6,532",122.6K
Elon Musk,@elonmusk,2022-12-18 23:43:31,"As the saying goes, be careful what you wish, as you might get it",58.7K,48.1K,556.7K
Elon Musk,@elonmusk,2022-12-18 23:20:33,"Should I step down as head of Twitter? I will abide by the results of this poll. Yes
57.5%
No
42.5%
17,502,391 votes
·
Final results",429.9K,390.3K,606.9K
Elon Musk,@elonmusk,2022-12-18 23:17:27,"Going forward, there will be a vote for major policy changes. My apologies. Won’t happen again.",27.8K,24.4K,419.2K
Tesla,@Tesla,2022-12-18 20:50:40,Congrats to the Giga Berlin team on building 3k Model Y this week! ,"5,957","2,560",88.3K
Elon Musk,@elonmusk,2022-12-18 18:02:47,"Duel in the Desert.
Couldn’t ask for a better game. Incredible play by  &  !!!! ",44.7K,11.7K,517.2K
Elon Musk,@elonmusk,2022-12-18 17:39:24,3 - 3 WOW!!! ,27.6K,11.2K,446.8K
FOX Soccer,@FOXSoccer,2022-12-18 17:29:59,ARGENTINA TAKES THE LEAD IN THE 108TH MINUTE  ,"4,257","1,010",36.7K
Elon Musk,@elonmusk,2022-12-18 16:55:22,"24,400 tweets per second for France’s goal, highest ever for World Cup!",39.5K,10.2K,509.2K
Elon Musk,@elonmusk,2022-12-18 16:54:13,"Well done France! 
Evenly-matched game!! ","9,573","3,990",146.5K
Tesla,@Tesla,2022-12-13 22:16:29,Track Mode coming to Model Y Performance ,"3,802","1,781",37.5K
